userid;bookid;score
259117;0385495765;9
245645;042511774X;0
266226;0446609897;0
260897;0679446486;0
264481;883590076X;0
268932;068817888X;6
273376;0688154395;0
262311;067088216X;0
246512;0060642319;0
251422;0553246380;0
258185;0821765744;0
254206;0971880107;0
246513;1558175555;0
250367;0425185710;0
268032;0440218535;8
250510;0844200255;0
244736;0345446860;5
246216;0743410068;9
265889;0440241162;6
271705;0192837095;7
256407;0394849280;10
252031;0887307876;7
263083;0440236991;6
266226;0385503954;0
243651;0553582127;0
269439;0684818868;0
251613;0918666139;0
241052;0521256623;0
251613;037370822X;0
259629;0811802981;0
269916;0752837613;9
269566;0440237300;0
264600;0671042858;3
248496;0761511717;4
244068;0553213474;0
263755;0517703963;9
265083;0375507574;0
246671;0671702505;9
268074;1890208825;0
268330;0801044537;0
256507;1573222089;0
240331;0451160525;0
244688;0345353625;0
245295;0802135781;0
272626;0316038172;0
275210;0345445724;0
247728;0684855380;0
263877;0671023209;0
266226;0446531316;0
252820;0670851086;5
269916;0903505193;0
248033;0812532252;7
262118;0679805273;10
254971;1551665344;0
259260;0345382293;9
263163;0590118315;0
263877;0385265700;0
255218;0060923288;0
265595;1859679595;0
262795;0312278586;7
270820;0425135039;0
259035;0553583980;0
258152;0553296981;0
259479;0060513608;8
263163;1579651658;0
249695;1576107124;0
258534;0679736301;0
255275;0060545739;5
258185;0449221490;0
270594;0385337639;0
242106;0062510703;0
265313;0385489056;0
276147;880781210X;7
259901;0441172717;10
240541;0140195831;9
258348;3462025864;0
265595;0671016997;0
274301;0440223202;10
240906;0671671138;7
249894;0060694327;7
274308;0425178765;0
264085;014062239X;10
252510;0671458531;0
266522;1565926730;8
251097;8429434852;0
241523;3821835257;0
271195;0872860272;4
246655;0373245327;0
250764;0553295500;0
269566;0451133129;0
265546;0679429220;8
268622;0553282808;0
244923;074992134X;0
241268;840800199X;0
269566;0553297988;0
259629;0425134350;8
271284;0380721198;0
246333;0679723110;0
258270;0345337662;10
258534;1884235298;8
262998;1563890526;8
244994;0312995059;0
259930;0373218036;0
269566;0451194969;0
264082;0553573136;0
274061;0671559443;0
259057;0156027321;9
270838;0380018179;0
266840;1563891387;9
257450;0740722034;0
245827;0590203037;0
268330;0451520904;0
252695;0380793334;0
258160;1573229628;10
255218;0385265700;10
251050;0553455486;7
242299;0872863808;0
261240;042518286X;0
250184;0380778785;0
267510;0671880608;9
246237;3426618249;8
274061;0373760426;0
273197;0380720477;0
267830;0394740181;8
253055;067088300X;8
267837;0385720106;4
242006;037348223X;10
260771;0060521902;0
252695;0345318854;0
251422;0595200656;7
268492;0451210441;8
269019;0441002692;7
275020;0871137534;7
251613;0671010085;0
260183;0441005489;10
245963;0671709607;0
271460;0425180964;10
263107;0192834401;9
268330;0445207574;0
244811;1400041414;8
259064;0140620990;0
242824;0373259085;0
254064;0525940111;10
262795;0375502238;8
245827;0440406773;0
274301;0340682299;0
242824;1551661667;0
271448;0684867486;0
261037;0435146882;0
275970;1582341400;0
257204;0886776341;0
272897;0816738211;8
258275;0385722206;8
247704;0440206146;0
250729;043935806X;0
266226;0374117403;0
242083;0140042393;10
257809;0684848783;0
255489;006109918X;0
252348;0061099686;6
251694;2266004123;0
244349;0451173082;7
266687;0836218353;0
271284;0451170407;0
272040;0671423606;5
274308;1558538445;0
245827;1558284923;0
257204;0345388240;10
275281;0373262191;0
272225;0099244926;0
276147;8807015935;2
245963;0880705795;0
262310;0449244180;0
252282;0821749528;0
247852;1892065444;10
266226;0449225313;0
254241;0812520971;0
254465;0373243715;0
274111;0440300746;10
254299;0060976845;8
244171;0399145087;0
254405;0385415818;0
269719;1400031354;0
254191;0451180429;7
259495;0553210793;0
261829;0373761910;0
256167;0064410412;0
271538;0385265700;0
258152;1853262633;0
258152;0345257189;0
258690;0843950617;0
248221;0743428188;8
266226;0345425871;0
251843;0670894648;0
254206;0441646611;10
275401;0312290896;0
274371;0743211383;0
268538;0671553046;9
246000;0425163865;0
241273;3442451604;0
275874;0300059566;7
271705;0553269224;0
271284;0440201322;0
248718;0440506832;9
247752;0671528203;0
266226;0440995779;0
263585;2221075188;0
276680;0865055041;0
247852;0385335881;0
252695;044922239X;0
240567;0553271636;0
257962;0399142185;0
260616;0892964804;0
263877;0836223012;0
275850;0446602620;8
245963;0671606859;0
260183;0553129007;8
269719;0553280368;0
267098;0971880107;0
252695;0671562614;0
273470;0449002640;0
270838;0452284694;10
245827;0809120925;5
243991;0062554468;7
242106;0821730916;0
250330;0684853515;0
254235;0066214122;10
273979;0451202341;6
254971;0440221595;0
242269;0399120025;0
273718;1843330644;10
251613;0962008672;0
265115;0804104875;0
257528;0679734775;0
251394;0425193993;0
252222;0385253737;0
257327;0452007488;0
255489;0877735360;0
241432;3442280184;0
251391;0671004271;0
246313;0060542845;7
240567;0425162486;7
266226;0671525743;0
261603;0425152499;9
246655;0373029993;0
242247;0140092323;0
258185;1551664933;0
257204;0553282522;0
256407;1551668289;0
266056;0440216877;0
252695;0446611476;7
275970;0553347756;7
271538;0451525221;0
263877;0060930004;0
273979;0440207622;0
245963;0451450175;0
269566;0898860652;7
246655;0449214362;0
271538;0451527747;0
258690;0373835396;0
240403;0064408647;8
251613;0917463145;0
247752;0553574671;0
255544;0679402195;0
264637;0373243634;0
250733;0345369351;7
275970;0679742239;0
252071;0449215024;0
276018;3817114907;0
250444;0590457403;6
273718;0747204020;10
244736;0913289000;7
242106;1551662833;0
271705;0963270702;8
246328;0385502761;8
261685;0373825048;0
249838;3453002660;0
264525;1858338549;10
242824;0553275852;0
251613;0671742515;0
265626;0385316917;0
266862;0671793578;8
244685;0446603961;5
251422;0891073906;0
255648;0373226209;0
249894;0809491885;7
269988;0380822970;10
245782;0385490879;9
242006;0373025904;0
257044;1557489769;0
269566;0812505158;0
274418;0060935464;9
276050;0451525302;6
250734;0521437555;0
251844;0553213148;9
258938;1558743316;0
271144;0671028146;0
271284;0425111938;0
242083;015602943X;0
242409;0140186522;5
269439;0440508681;0
256717;0062554492;8
254064;1882723007;0
250936;0671657518;0
276463;0393307050;0
269566;0380758393;0
245963;0373483449;0
276412;0140176640;5
275154;1878424319;8
263877;0060173025;0
243077;0671774832;7
244662;0373115431;7
258690;0345282159;0
245312;0380731924;0
240932;0684874350;7
269566;0446313033;0
265748;0590687301;10
254294;0451457994;8
258882;3442440971;8
274301;0912500123;10
255789;3453118987;5
275111;0876056664;5
260840;0140045295;0
242319;0312958455;0
270131;0312291639;0
242824;0373104804;0
270256;0812506898;0
249894;088730866X;0
241569;0345375653;0
263164;0140270590;7
253855;0060926317;0
245645;067984161X;0
275970;0441011306;0
248850;0380759500;8
272846;0446674362;6
255092;0878917225;0
270838;0060524235;0
265115;0312980159;7
255161;074725043X;0
261180;0316182540;0
257962;0921332246;0
267326;0141001933;5
244572;0312118473;9
266807;0515130117;8
244056;0590742590;0
273167;0060971061;5
257204;0553268945;0
258938;0060196572;0
269566;155874262X;0
242006;059035342X;10
242106;1551667967;0
252695;0449903400;0
273347;1576733874;0
275967;0385508042;6
274466;0440211263;0
269890;0515103012;0
259930;0380703327;6
245963;059044316X;0
274803;3499230933;0
268013;0446602485;0
255168;0312182066;0
263877;0393307069;0
255633;0425130258;0
246655;0373117523;0
265313;0425151867;0
242528;0679731148;7
247752;0380707837;0
249111;0312982763;0
263434;3492236588;0
264637;0312924585;0
268030;0231115431;0
275970;0140280464;0
276680;0812969812;0
240401;0226468046;5
270713;0866222863;0
263544;0156011131;0
247129;0192833545;0
262399;0446523569;0
243019;0425072614;0
247852;1573440752;0
250342;0895775638;6
250016;0446605484;0
267033;0345328949;0
259542;0061020613;0
246722;0688026338;0
240155;0064400581;9
274056;0399133194;9
248613;067187750X;8
259234;0060975016;0
269749;006099486X;9
262940;0345282558;5
268622;0060921145;0
274549;014014899X;0
272573;0449220184;7
244994;3453023099;0
254899;0884042154;0
249791;0805000305;0
252695;0373037325;0
258185;0671742558;0
242824;0373218036;0
251843;0553292722;10
246671;0441004806;0
253771;0802812201;0
259629;014012280X;0
243075;0671786091;4
253928;2070362388;6
257204;0345317769;0
243236;0312241224;0
264139;1591298148;10
268916;0671003518;7
244309;1860492592;8
257204;0385484518;0
242824;0373196008;0
268540;0446527793;10
251613;0061030643;0
254971;0553374176;8
245963;0451182367;0
240401;0830818855;5
275970;1563898586;0
268833;902343384X;0
244994;0393303217;8
242409;1840461152;5
256167;1558744630;0
254465;0373791275;0
261120;1556151047;7
273113;0380799375;5
253346;0446608890;0
242006;038097536X;0
275970;0375701907;8
257204;0812523628;0
244420;0385335482;0
257028;0307240568;10
268062;0385315236;7
261091;3905520060;4
259901;0679783261;10
270053;0375707972;0
247055;0345462270;8
259930;0373218958;8
251744;0393040135;0
252222;0385334176;9
243077;0345358090;0
265553;0312272057;0
244736;0451153553;0
258331;042516098X;0
270156;0446612731;0
248497;0345443284;0
249015;3442449804;0
242361;0804115613;0
249958;014034294X;0
244688;1551668300;0
274656;0439098645;0
260944;0316693235;9
261105;3122314649;0
272746;8467004975;7
259629;0553576143;0
259264;0671791540;0
265313;0020554303;0
245852;1575664089;5
249894;0590438956;0
240258;0451524756;0
260453;0340527129;5
268622;0399143025;0
250510;0192842021;0
270935;3442353939;0
255218;068487069X;8
240803;0684857022;0
256729;0446605050;0
252695;0446604062;8
253556;0840763352;10
254465;0821766511;0
242499;0380756013;0
256247;0436202700;0
241357;0440226104;8
243077;0821767860;7
254064;039541055X;0
240609;0515136948;5
259118;0440406498;0
257204;0886774829;10
253290;3442454069;10
251362;081420645X;9
265115;0449223884;0
248583;0399135782;0
265083;0307231038;0
245963;0517566575;0
248718;0060950269;9
252695;0515120898;9
273906;3455110339;7
244736;0786863986;0
240541;0764156497;6
241666;0142003794;0
271144;0802860192;0
242824;0373290551;0
254465;039914207X;5
251495;0380708558;0
254676;0671723650;0
252695;0373484224;0
265591;0873487516;5
264828;2869433972;8
264091;2253057835;0
242824;0671524968;0
246000;0553274503;9
241949;0445405252;7
257204;0441000886;0
247429;0140430784;10
241980;067164257X;0
245963;0786000015;0
245963;0553264079;0
268330;0380731851;0
246924;0380811812;7
262169;0590383892;9
261646;8830419788;7
249968;038000741X;8
269566;0590434985;0
242299;0425180883;0
259155;2708229532;0
244943;0345423291;0
246655;0373034962;0
250184;0671556649;0
263292;0971880107;3
246655;0874039398;0
249223;0425158616;7
254073;0671769200;0
269841;0743406176;0
264311;0452282624;0
274549;055324552X;0
275276;088070313X;0
266753;0441005748;0
245827;1563520230;0
257450;1551666138;0
264031;1401300316;0
274004;0312974205;9
263460;0140296298;0
240829;067101420X;0
258152;0380720868;0
256390;0842373195;0
273071;0786869453;8
256407;0523403615;0
245312;0937858986;0
252695;0345409973;0
248727;042511774X;0
259028;082177591X;0
274064;0440202531;6
262399;0446600415;0
255489;0441005241;0
252491;0373262892;7
269566;0843118245;5
264317;0446605484;0
244688;0618154442;0
247978;0441172717;0
242273;0875421261;10
245976;0679806431;0
245645;0590442422;0
245963;0380711044;0
255979;0755301714;8
241980;067100767X;10
271615;0515120618;0
251422;0373707835;0
242079;1931561648;10
267897;0449225151;8
260655;031218686X;0
244688;037582233X;0
272077;0671017276;0
267112;0091793475;0
245645;0670881058;8
268622;0142003441;0
246655;0373835086;0
248468;0786889551;8
248209;0061080535;0
245978;0060179228;0
264152;1575666561;0
252244;014044274X;10
259114;0960699600;10
249111;0399137734;0
252510;3423202947;6
240829;014028009X;0
263460;0399132724;0
255092;0679401334;0
246247;0486214826;0
275239;0380721694;0
261829;0553574752;0
249862;0673152014;0
250645;0425141373;0
251422;0451142934;0
254465;0670894508;0
258185;0505525275;6
263645;1551668653;8
258291;0441029205;10
246715;0140028420;8
256167;0449003795;0
263877;0330332775;7
246561;0373710305;6
264863;067166980X;8
258690;0451164318;0
256034;2070363619;3
265784;0440209986;0
249982;0449141462;9
250300;0446606812;6
258534;1561380911;0
267830;052134994X;0
251483;0553573209;0
265673;0425122123;0
257495;0440324971;0
272225;0425169863;0
244171;0316096199;0
242083;0451183940;10
268589;0380719223;0
266226;0553581627;0
248138;0312970234;0
261829;0373764820;0
250709;0765303930;5
251613;0393309010;0
275970;0486406490;0
274061;0373106602;0
257204;0449132064;0
242361;0373483503;0
273440;0446604658;9
269566;0375701427;0
259626;0679734775;5
276463;0380709163;8
266250;155821335X;0
244139;3442441935;8
245295;0451409949;0
244688;0312287682;0
245963;0590446525;0
270256;0812521269;0
255489;0517708655;0
265290;0312278586;8
267409;0515135062;0
258982;0684872153;6
276037;0330282565;0
271156;0375726403;10
267738;0373261098;0
252071;0671502689;0
245827;0816749280;0
263186;0812550706;5
266226;1560254556;0
241011;047102984X;0
245827;0140157085;0
250359;0061009431;0
270713;0671035827;8
256843;0312976275;10
247447;0515135062;9
259223;0553277928;5
259531;1565570502;0
255078;034532448X;0
245649;0671042858;0
262399;0312983484;0
265889;0373292805;0
275970;0375405283;0
253821;038080803X;0
274308;0345334868;0
245963;0060139145;0
243077;0345361865;0
240267;0821767852;0
268711;0375501398;5
269057;2253139467;0
261603;0812554787;7
246507;0385336772;8
274656;0399519599;0
242824;059045367X;0
261773;0671010239;0
250184;1551666537;0
243930;0394840704;0
271245;0440240913;0
266226;0395841739;0
246311;0894805770;0
250454;0451207335;7
246513;0345313747;0
275276;1558533273;0
244918;0064405052;10
241548;0425128164;0
264311;0345438329;7
274859;222109414X;0
257204;1560763523;8
268191;0440236673;0
255618;0553212478;0
241666;0812565339;0
256167;0972825606;0
252695;0373217048;0
257028;0307020649;0
243745;0028604202;0
251843;0395407990;8
249210;0553203630;5
264637;0373613687;6
274061;0451170822;0
269435;1872642373;0
244790;067103930X;0
256407;034538430X;0
247447;0689867042;0
273113;0373483694;5
242824;0373288905;0
273190;0449227421;8
257204;0345349350;0
269841;1840224029;0
265889;0583300340;0
254465;0553587188;0
258534;0553284789;9
266226;0345370775;0
248805;0933216173;9
258152;0061099015;0
264862;0486268705;10
261105;340939317X;8
264031;0446608114;7
245963;0156654911;0
269728;0553273914;0
245740;0061091316;0
245827;0590340840;0
258270;0446601241;0
265684;0425088472;7
247958;1576736652;0
244736;0316096199;9
251613;0553280414;0
273190;0399144315;10
245827;0140105662;10
246655;0373707355;0
252351;0451147960;5
246033;0525934960;0
272706;0345428307;8
240267;0739426060;0
275321;0515051535;0
263877;1573226823;0
250510;0609802127;0
265553;0553353403;7
248718;0897333721;5
258152;0671726889;0
245328;140003468X;10
271284;3499100770;0
255979;3442357616;0
272709;0060171928;4
248539;0316781142;0
240333;0380815923;0
250962;1842221914;0
246216;0803820194;0
264637;0373196679;0
244685;073940671X;0
255648;0399143947;8
246655;1573222089;0
270820;0440211263;0
263163;0451627245;10
245559;0451166892;8
243293;1899712062;7
263877;0451163508;0
275970;0553213806;0
251467;0064407233;0
246655;0373825331;0
275970;034541702X;0
251097;1893162052;0
243360;0385498241;3
275476;0425195457;6
269940;0553278746;0
243210;0743406990;0
268048;0451208765;8
267635;0345340973;0
253403;0440236703;0
253871;038531292X;9
262666;0310226961;0
255618;0380789035;0
248718;0553561375;7
270087;0025473905;0
242238;039475039X;9
254467;1401300448;0
275281;0446606545;0
251695;2715217218;9
243491;0771061137;9
245963;0071347984;0
257204;0609610597;10
264555;8845210669;0
246655;0929634063;0
246824;0451186362;9
245911;0312147015;8
250962;0745150195;8
247201;1551668696;0
265115;0840757425;0
268622;0140386335;0
252695;0449149005;7
256562;1843040182;0
256402;0441003494;0
259380;0671793543;0
266753;0449214427;0
242299;0806516879;0
265751;0767901762;7
257368;0553213393;0
242445;0345396936;0
250368;0892967234;9
248540;0393302644;0
240401;068566158X;0
249862;0688033733;0
269031;0345333152;0
265775;0898155258;4
243759;0399137718;0
260897;0385502532;0
249223;0553292471;0
257204;0020302258;0
266753;0449208672;0
259929;0679444815;0
259114;0345381661;8
268734;0061040282;9
264627;0312291639;5
242006;0515111317;9
242083;0673992012;7
249695;0679742565;0
240401;0714836257;10
244139;3442451663;0
268030;0375713751;0
250936;0373217072;7
261973;0505522659;0
269554;0684871009;0
241548;0380012863;10
255218;0801874254;10
269566;0140366016;0
241058;0140523693;10
260959;0684853507;0
274634;0441010962;0
267061;0312965966;0
253580;0397001517;10
272423;0373226373;0
264855;0590458299;0
272938;0553212338;0
255846;2253003220;0
241191;0586043756;7
243556;0870742752;0
245660;0061098361;0
271116;0140014845;0
272225;1573227331;0
271131;0609801279;3
242299;0440129389;0
258185;0553142607;10
256023;0374511993;0
264321;0345421884;0
268932;0590344188;0
250368;0805044590;0
255060;0394826264;5
249628;0440234719;0
265403;1570980616;0
252900;1400032717;8
261784;051513287X;8
252598;1565049004;9
242499;0061007501;6
258550;0375724443;7
268074;1590580168;9
265595;0864423586;0
256407;0151524203;0
249628;0785273077;0
240567;0880290145;7
261526;0786869216;10
274308;0373482965;0
253313;0345446860;0
242843;0312278586;0
253673;0345325818;8
251422;0451170385;0
270266;0060920084;8
256167;0671039423;0
264903;3596803020;0
269890;0440225108;8
274308;059035342X;0
269244;0743436822;4
243077;0441057357;0
241011;0465015484;0
264317;0446673560;0
245963;0899576168;0
240829;0553803409;0
252785;0553256866;0
252903;0141182466;5
259829;0440109930;0
270713;0440176484;0
274308;0451204980;0
256407;0671510053;0
255979;3806821070;0
266226;0740738593;0
274325;0385494246;0
275358;0061063002;0
266807;0762409053;0
254073;0060150556;0
246678;0140707417;10
248434;0140247548;7
275970;0060008490;0
244264;0312195516;0
268100;055329802X;8
254483;0380819562;0
260391;3426612496;0
245568;0373218036;0
259198;0345409817;0
260897;0140183590;0
251394;1569315620;0
255218;0895776634;0
250962;156504875X;0
265115;0425174654;10
240964;3442438241;7
251422;0373022778;0
259626;014023313X;7
244804;0590457225;7
244619;0451174968;0
244667;3548248667;10
248718;0898796490;8
269273;0345452569;7
246448;1584790008;0
268932;0152817867;7
250184;0316284955;0
258913;3404145046;0
260897;0786911905;0
266866;0861129660;0
250988;2290311286;9
245963;0345250192;0
274308;0312911181;0
244277;0771054602;7
274308;0671424432;0
268932;0440466415;0
245827;0425174271;0
272225;0786868716;0
246655;0061091693;0
269566;0375726403;0
242299;0671794507;0
258938;1558743790;0
271988;8408033700;0
241080;0515131229;9
265889;0380977745;0
256578;039914465X;0
260175;0140437363;7
276181;0425158632;0
250705;0802771653;0
275970;0140086838;0
260796;0553102583;7
250764;1551665395;0
275970;193072229X;0
269989;0671749412;8
243651;0804111022;0
263344;055356921X;0
261829;0373272022;0
244189;0140104011;9
241885;0446365386;7
247423;0316096199;0
248718;0451162919;7
259155;2266023039;7
266056;0446612545;7
255846;0140390227;0
241306;0060177632;0
243759;0553099558;0
244471;0140177914;8
273312;8420646601;9
242824;0821775545;0
273858;0937064564;5
245827;0140183884;0
269557;0689711816;9
275466;0399149325;0
264082;0345347536;8
250219;0140430725;7
245592;0060976926;7
274305;0156949601;8
248950;006018311X;7
268711;3458080015;0
271622;0679734589;9
274301;0425145638;0
249894;0070291403;0
245346;0312862180;6
268030;0156439611;0
262761;0345410092;9
269157;1570829373;6
271448;0553205803;0
263329;0385494246;0
245295;0140296395;0
249071;0674405676;9
247752;0425157628;9
267830;0439064872;8
269438;1568520077;0
265115;0061097101;0
242083;0515128821;0
275970;0446607452;0
255814;0316603570;0
268259;1578565677;9
241306;0515101222;0
266463;0670848549;8
247447;0440218500;0
251449;014143984X;10
267212;3548248969;6
276081;0812550927;1
249963;155850804X;0
249407;083611714X;0
276641;0312979487;9
270713;0375725466;0
265202;037329123X;7
245963;0914124064;0
265115;155661327X;0
254160;0679419462;4
270954;0786889543;0
269566;0345379365;0
261603;0440211263;9
264657;0425184226;0
254899;0375420975;9
256402;0842329285;0
275970;0140131558;0
264355;0689717830;5
269164;0373706928;7
257204;0671695738;0
261829;0786915714;0
274061;0849929954;0
273280;2290319015;0
259066;081180612X;5
270026;0553274554;0
266268;0316693251;5
273906;3453210719;9
247683;0684841215;1
250163;0743411218;0
248718;0375706127;10
244961;3518371894;0
260662;0070212570;10
243213;2070301028;0
274061;037325704X;0
271284;0425071561;0
258442;0070212570;0
249894;0590129155;0
246655;0373167350;0
268618;0312140908;0
276094;042513525X;0
276121;0380730138;5
252846;0812511816;8
245963;0440552966;0
242824;0671743856;0
248468;0312253397;0
273645;0425184943;0
271195;0590453688;8
266842;0441009840;6
259629;0671729462;0
240267;0451410793;0
265115;0440203856;0
240375;0446529001;0
242878;0553255304;0
244995;0571203035;9
265834;8449417848;0
254543;0373226292;0
259380;0373291434;0
250184;0316789844;0
241548;0345384350;0
244995;0140287248;0
244493;0721406327;0
246678;0140620311;0
250405;0425175367;0
241548;0812548051;0
245963;055326754X;0
242824;0373271875;0
265313;0425144372;8
258534;0440220602;0
262998;0750706651;8
245963;0060919906;0
247447;0425178579;9
271284;0553199536;0
270552;1551665743;5
255489;0966076109;0
248718;0886772311;5
265115;0061030430;0
244688;0312969252;0
251613;1887299173;0
255218;0060927275;0
242006;0380899531;10
244456;0440225922;8
245963;0553130285;0
245088;0385490445;6
259380;0671873164;0
264031;0671016652;9
243951;0445406518;0
273086;0553272586;0
245827;0140321047;0
242006;0373201222;0
243077;0446365211;8
252510;3423128399;9
257699;0345409329;0
263877;0060924349;0
246655;0553272640;0
257204;0345387805;0
266753;0515125490;0
243546;0330334026;7
262051;055380300X;0
264031;044023669X;8
251394;0345327616;0
255454;0802733573;8
274301;0553209205;0
276680;1400075734;0
243929;0440550017;6
262051;0684833549;0
254899;0070342024;10
273038;0553268880;0
251843;0312266324;10
244995;0440201322;0
250015;0373271875;0
249894;0380843927;0
246156;0553280341;0
265881;0802110002;0
250764;0345404785;0
274803;3548239420;7
264887;0312287666;0
251374;0618219153;0
242824;0590476890;0
269566;0440124379;0
241560;0340335017;0
242824;0373078838;0
268932;0590483528;5
261988;1852306920;0
252695;0449209830;0
268330;0060170387;0
268833;0380789019;6
252071;0380762587;0
244736;0066213673;0
264397;0671535676;0
261829;051512429X;0
256407;042513704X;0
262998;0671701819;0
258348;3499108518;0
249862;0807843741;0
257042;0425162443;5
269566;0897990129;0
260183;0345382447;0
242639;0345339967;0
242824;0373764189;0
253852;2742708715;0
242397;0878100016;6
248922;0385492081;0
274308;0812543971;0
251613;0684717603;0
250764;0679731156;0
247429;0892830867;0
268030;0060935235;0
269841;0765117282;5
271245;037303556X;0
255520;0374266441;8
266226;0312198973;0
246671;0553481169;0
273979;0679441034;0
245963;0671496786;0
269719;0688102212;0
240829;0380814803;0
246783;0671537458;4
269983;0060928336;0
261096;0385504209;10
251575;8811520304;0
244708;0375709150;9
264085;0720609577;7
265403;0971880107;0
266750;0671528173;0
276165;0515136379;10
241980;0786006528;10
251613;0688086179;0
269566;0812881796;0
262998;0740733370;0
249989;0553252739;0
271538;0425099148;0
251394;1585422762;10
274308;044661193X;0
245963;0425073858;0
249246;0006385958;8
268030;1551112345;6
255979;3492227767;0
275970;1570613818;0
264031;0060977744;0
257390;0310466628;5
261105;3596132886;0
240822;0316926108;7
242083;0812097378;10
246036;0399137734;6
269719;0804106118;0
269566;0385492081;8
265255;1591299225;5
248656;0380977788;10
250300;0767915593;0
256892;0786915749;9
258534;0375725784;9
267635;0515120278;0
271531;0446679593;10
248213;0060928336;0
257204;0441651925;0
257820;0590216929;0
240225;1565123514;0
250405;0399150684;0
270713;0517066890;0
255648;0345413881;6
271245;0446611247;0
257028;0679731725;8
251613;0877849293;0
242528;0345457641;0
266727;0380716542;8
250383;0312283598;7
274808;0553273604;0
264082;0812575555;0
254899;155970134X;9
253243;1400048095;0
269566;0670803340;0
251422;0373708211;0
261862;0312925271;0
246655;0671786172;0
261105;0684813475;0
262902;061328125X;0
250359;0671729403;0
265014;0882669869;0
254053;0671621467;0
240811;0399142088;0
249894;0684191709;0
254899;0446301736;0
254899;0812511069;0
245963;0061092738;0
246671;0671008994;0
242824;0440403898;0
259114;0553212737;10
273307;076790592X;10
245312;0060239123;0
267061;1881325210;0
268148;0892552190;8
260043;0613071573;8
266854;0553159089;0
248718;0345306864;8
274772;0786806931;9
256251;0394836650;0
267061;0064403823;0
267788;0451188454;0
271284;0553269909;0
274308;082174996X;0
251606;0312243022;0
244688;0609807900;0
256023;0553287737;0
262399;0140092323;0
274638;0316602051;5
255655;0385302320;9
273979;0375413081;0
247129;0446601241;8
268746;0399141065;0
257204;0451405323;0
275970;0393312917;0
274549;0451526058;6
270713;0394842553;10
255572;0440205301;10
251613;0451208080;0
254787;0886775035;10
270075;3821816945;1
275970;0863162339;0
274308;0525947914;0
246655;0373702841;0
245963;0671829777;0
252654;0440221471;0
242247;0451183665;0
248003;088974078X;8
249431;3257225857;6
268030;0915230151;0
250764;0380817144;0
258152;0765340054;0
262070;8420429147;9
250709;0834803534;5
265383;0425102416;0
272079;0425143325;0
242639;1400045088;8
251394;044072337X;0
246757;0399148604;8
275970;0743223322;0
249732;0132043890;0
275305;0425083837;0
246671;0751506451;0
247752;0060542128;9
273086;0446600415;0
263663;0743400488;7
247447;0440234727;0
274549;0345417623;0
243942;0679745785;0
244593;0140293248;0
254971;0380802317;0
254465;0505522071;0
254465;0786001844;0
249862;0675210704;0
242248;080411935X;6
248718;0801496233;7
251093;0140444785;0
252865;0425181111;0
269719;0380787148;0
267867;0449221504;0
261105;3808003049;10
250764;0525481567;0
274308;0440136032;0
272395;0553571885;0
242962;0451190408;0
250709;1555878199;5
259155;2253006858;0
274308;0451173406;0
268032;2764104936;0
241306;0440234743;0
249862;0553122061;0
249695;0060502258;0
250333;0553580531;0
260473;0743421574;5
257329;0060652926;0
256167;0373224281;0
241204;076790284X;0
253331;0671744224;10
258534;067102731X;10
254465;0821749684;0
242824;0743442717;0
274199;096941806X;9
251422;037370660X;0
274308;0380701324;0
243088;0439087597;9
248805;0380973200;0
271538;0441001416;0
245827;0451526570;0
276038;0843947888;8
265653;0385132786;10
273113;0399148248;5
271066;014024767X;0
254822;0345288653;0
268834;286583042X;0
269566;0453030262;6
246470;1551668912;0
271558;0061092886;6
248718;0140442391;5
268932;0385335482;0
244421;0451627296;8
250368;0316154601;0
246470;0380819619;0
268696;1573220280;0
242708;0590477390;0
274634;0439136369;9
270256;0345382447;0
256843;0316800945;0
245410;0743222849;0
257139;0373262949;1
266226;0316031054;0
273993;0590453661;0
242646;0425130711;0
266226;0821770829;0
268330;0439425220;0
242317;0451198301;0
268032;0316569321;0
267635;0451194888;8
245839;3746617529;0
267409;0515121843;0
240541;1572242388;10
243360;0425147622;7
268110;0399142525;0
250721;0747405689;7
249862;0553580302;0
265487;0345411471;7
268032;0441006191;0
275420;354822539X;8
271284;0425060780;0
265115;1556611056;0
248496;0671831852;5
246304;0140119906;5
266710;0373484100;0
249496;0451203607;9
259629;034539092X;0
265595;0958800472;0
266854;0439285542;0
260175;0520034260;0
272077;0385504209;0
265918;0743417682;7
254196;0451147367;0
258084;0674013255;0
271538;0451168615;0
256864;0446672211;0
251613;0823600300;0
254465;0061093106;0
241414;1558743669;0
263645;0446603082;7
264947;0440213991;5
252291;0061054232;7
263383;0373243286;0
247129;1558747699;8
251140;0373071000;0
257262;0312113102;0
271659;0373484895;7
242013;3426614855;0
253821;0449223043;0
256407;0312982003;0
258277;0451526066;10
266056;1573228834;0
275281;0373262515;0
242824;0451404785;0
254465;0821763482;0
247750;082175856X;5
259064;0525934251;0
268110;0805056645;0
268540;0446520802;10
274061;0373109598;0
270069;0671024248;9
243077;0739403451;0
265889;0316693006;0
254785;3442448662;0
243077;0064635740;0
244277;0571081789;0
242824;0449228878;0
259380;0373764030;0
274308;0743419049;0
243236;037570342X;0
257204;1560764309;10
271272;0689856741;0
248143;0786889160;8
245963;0446360589;0
258152;0688112439;0
245963;0449245128;0
265313;0679757651;0
246874;0141301244;0
270629;0688106196;10
240401;0385503024;10
248718;0375725873;9
245371;0440150795;0
259057;8478884955;0
